StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1130,18,1,0,1,18.27454988,22,1,3,0,0,0,0,1.371185039,4
1131,18,1,0,1,16.65988277,9,0,1,0,0,0,0,2.104795588,3
1132,15,1,0,3,5.951414329,2,0,3,0,0,0,0,3.030439089,1
1133,15,0,2,1,15.78581309,4,1,2,0,1,0,0,3.582421872,0
1134,15,1,0,1,0.624271207,2,0,1,1,0,0,0,2.426546706,3
1135,17,0,0,2,19.33731101,5,1,2,1,0,0,0,3.16143627,1
1136,15,0,3,1,10.53189885,12,0,2,1,0,0,0,2.12263853,3
1137,15,1,0,4,6.065620521,9,0,3,0,1,0,0,2.204860581,3
1138,15,0,3,2,7.251664252,18,0,0,1,0,1,1,1.1829875,4
1139,17,1,1,2,1.328107069,7,0,3,1,0,0,0,2.738795716,2
1140,15,1,2,3,19.78699028,17,1,3,0,0,0,0,2.237901301,3
1141,18,1,0,0,0.785838903,2,0,3,1,0,0,0,3.139481546,1
1142,15,1,0,1,13.09814246,23,1,0,1,1,0,0,1.046044771,4
1143,18,1,2,2,8.854718554,23,1,3,0,0,0,0,0.816458245,4
1144,18,0,2,1,18.97832436,16,0,2,1,0,1,0,2.033544621,3
1145,18,0,2,2,4.919994806,7,1,2,1,1,0,0,2.432078523,3
1146,17,1,0,3,10.64173648,9,0,3,1,0,0,0,2.65977132,2
1147,17,1,2,2,9.647124172,1,1,2,1,0,0,1,3.58888794,0
1148,17,0,2,1,14.05732888,11,0,3,0,1,0,0,2.314587628,3
1149,15,0,1,4,1.360204639,22,0,1,1,1,0,1,1.00722582,4
1150,18,0,2,2,3.8757826,5,0,3,1,0,0,0,2.881612321,2
1151,17,0,2,2,4.291296402,1,0,1,0,1,1,0,2.804504929,2
1152,17,1,1,1,14.7630151,20,1,3,0,1,0,0,1.762921124,4
1153,15,1,0,3,3.782773927,22,0,4,1,0,0,1,1.119911263,4
1154,17,0,0,2,11.46983528,23,0,2,0,0,0,0,1.030657506,4
1155,15,1,0,2,4.30487641,2,0,2,1,0,0,0,3.075619354,1
1156,16,0,0,3,17.232499,16,1,3,1,1,0,0,2.631434065,2
1157,17,1,0,1,18.84370909,28,0,0,0,1,1,1,0.503066907,4
1158,16,0,0,2,10.3698595,6,0,2,0,0,0,0,2.784237837,2
1159,15,1,0,3,7.046177684,28,0,2,0,0,0,0,0.247626765,4
1160,18,0,0,1,4.6811555,20,0,3,0,0,0,1,1.18954877,4
1161,17,0,2,2,0.99562003,4,1,3,1,0,0,1,3.375994009,1
1162,15,1,3,3,5.370001524,22,1,3,0,0,0,0,1.293573556,4
1163,18,0,0,2,13.0847156,0,1,3,0,0,1,1,3.718586904,0
1164,18,1,3,2,10.67233863,7,0,3,1,0,0,0,2.670559615,2
1165,16,1,1,3,18.88082557,11,1,2,1,0,0,0,2.369648013,3
1166,15,0,0,3,7.92554525,13,0,2,0,1,0,0,1.62448682,4
1167,18,1,0,1,13.87726685,15,1,2,1,1,0,0,2.537476828,2
1168,17,1,1,0,9.78645495,9,0,4,0,1,0,0,2.298417929,3
1169,17,1,2,2,10.25152432,14,0,3,1,0,0,0,2.25980415,3
1170,16,1,2,2,5.355486292,20,0,2,0,1,0,0,1.321343301,4
1171,18,1,0,2,9.099015537,23,0,3,0,1,0,0,0.949974228,4
1172,15,0,0,2,9.41569994,25,0,2,1,0,0,1,0.818786616,4
1173,17,1,0,1,14.13285043,14,1,3,0,0,0,0,2.339224513,3
1174,18,1,0,2,18.81279998,9,0,2,0,1,0,0,2.682776288,2
1175,18,1,0,1,6.58642555,20,1,1,1,0,0,0,1.543837471,4
1176,16,1,0,2,0.844009372,27,0,3,1,0,0,0,0.196901105,4
1177,17,1,2,2,9.92590251,6,0,3,0,0,0,0,2.748610257,2
1178,17,0,3,1,10.88922664,25,1,2,1,0,1,0,1.104893788,4
1179,15,1,0,1,3.368811023,2,0,2,1,0,0,0,2.553439811,2
1180,17,0,3,2,15.20929213,1,0,3,1,0,0,1,3.274233459,1
1181,15,0,0,2,19.69858217,5,1,3,0,0,0,0,3.186060378,1
1182,17,0,0,1,18.91549434,20,0,3,1,0,0,0,1.72211575,4
1183,16,0,0,4,3.942120776,8,0,2,1,1,0,0,2.338046358,3
1184,17,1,1,2,17.5072648,9,1,4,1,1,0,0,3.273998748,1
1185,15,0,3,4,14.08987273,3,0,3,0,0,0,0,2.993502391,2
1186,15,0,1,2,9.076931276,26,1,3,1,0,0,0,0.896397899,4
1187,16,1,0,2,10.81221989,2,0,3,0,0,0,0,2.961055259,2
1188,17,1,1,3,16.9920035,8,0,1,1,0,0,0,2.674351095,2
1189,17,1,0,2,9.602698793,23,0,0,1,1,0,0,1.217873151,4
1190,16,0,2,2,7.464147382,21,1,3,0,0,0,0,1.36559111,4
1191,17,1,1,1,9.864949861,16,0,2,0,0,0,1,1.522274845,4
1192,17,1,0,2,11.58259608,13,1,3,0,0,0,0,2.231402397,3
1193,15,0,1,1,3.781553076,9,0,2,1,0,0,0,2.135266355,3
1194,17,1,1,1,18.01815461,12,0,2,0,0,0,0,2.255698915,3
1195,17,1,0,0,13.48373898,11,1,1,1,0,1,0,2.751145788,2
1196,16,1,1,0,12.66537835,26,0,3,1,1,0,0,0.897634159,4
1197,16,1,0,4,1.989924524,0,0,1,1,0,0,1,3.117354435,1
1198,18,0,2,1,12.08347876,27,0,3,1,0,1,0,1.287595131,4
1199,15,1,2,2,2.419213245,21,0,2,0,0,0,0,0.571053098,4
1200,17,1,2,3,1.573953504,28,0,3,1,0,0,0,0.581355799,4
1201,17,0,1,2,10.54621791,18,0,1,0,0,1,0,1.643462404,4
1202,18,1,1,1,8.055710681,18,0,1,0,0,0,0,1.234844041,4
1203,17,0,0,2,11.7762054,5,0,3,0,1,0,1,2.96809362,2
1204,15,1,2,2,1.784443361,12,0,2,1,0,0,0,2.00929848,3
1205,18,0,0,2,8.619661257,18,0,1,1,0,0,0,1.146086034,4
1206,15,0,0,2,3.495734301,12,1,4,0,0,0,0,2.192363198,3
1207,18,0,0,4,19.74200172,26,1,1,1,0,0,0,0.945730873,4
1208,18,0,0,2,11.22300425,25,0,2,1,0,0,0,0.567250028,4
1209,16,1,1,1,13.74873722,21,0,1,0,0,0,0,0.970764347,4
1210,15,0,0,2,6.508365614,20,1,2,1,0,1,1,1.656060126,4
1211,17,1,2,0,1.894778296,3,0,2,0,0,1,0,2.839313249,2
1212,17,0,0,3,19.51741726,23,0,1,0,0,1,1,0.18981806,4
1213,15,0,0,1,5.725180708,1,0,3,1,0,0,0,3.258294685,1
1214,17,0,1,1,8.476163703,14,1,2,0,0,0,0,1.920055853,4
1215,17,1,0,3,12.99727843,11,0,3,0,0,0,0,2.021771494,3
1216,15,0,0,2,0.493945954,29,1,1,1,0,0,0,0.125933075,4
1217,18,1,2,1,16.20518261,26,1,2,1,0,0,0,1.287013412,4
1218,15,1,0,2,10.7315638,6,0,0,1,0,1,0,2.591426703,2
1219,18,1,2,3,5.564343741,19,1,3,0,0,0,0,1.463379649,4
1220,17,1,0,1,1.232159706,17,0,3,0,0,0,0,1.465549386,4
1221,17,1,0,3,3.249968309,22,0,3,1,1,0,1,1.710466838,4
1222,17,1,2,0,17.90067718,12,0,2,0,1,0,1,2.288505685,3
1223,16,1,0,2,13.72048448,16,0,3,0,0,1,0,1.960968849,4
1224,18,1,0,3,4.998034433,3,0,3,0,0,0,0,2.621623326,2
1225,16,1,0,1,1.312015299,24,0,0,1,0,0,0,0.768316386,4
1226,16,0,0,2,13.81230625,13,0,1,0,0,1,0,1.806406345,4
1227,15,0,2,1,11.44815452,19,0,2,0,0,0,0,0.881866353,4
1228,16,0,0,2,8.090390489,27,0,3,0,1,0,0,0.817068221,4
1229,15,0,2,2,7.272228984,12,1,0,0,0,0,0,1.446132528,4
1230,15,0,2,2,4.336285519,2,0,3,0,1,0,0,3.339094362,1
1231,16,1,0,1,13.39222513,25,0,2,0,0,0,0,0.819625478,4
1232,18,1,3,1,19.41336056,25,0,2,0,0,0,0,0.676817973,4
1233,18,1,0,0,3.514304917,17,0,1,0,1,0,1,1.389544874,4
1234,18,1,3,1,11.9423324,13,0,2,0,1,0,1,1.991508414,4
1235,18,1,0,2,8.483701115,14,0,0,0,1,0,0,1.63986755,4
1236,18,1,1,3,8.933774435,2,0,0,0,1,0,0,2.511743021,2
1237,16,1,0,2,5.082945603,0,0,3,0,0,1,0,2.98391995,2
1238,16,0,0,2,16.50269751,25,1,2,0,0,1,0,1.258654854,4
1239,17,0,1,4,9.705112083,23,1,2,0,0,0,0,1.417929927,4
1240,18,0,2,2,10.86811704,16,0,1,1,0,1,0,1.597016572,4
1241,16,0,0,3,6.095218256,2,1,2,0,1,0,0,3.088699868,1
1242,17,1,0,2,3.636169313,13,0,0,1,1,0,0,1.641341443,4
1243,18,1,2,1,1.718207764,2,0,2,0,1,0,0,2.586870656,2
1244,15,1,1,0,14.28238282,12,1,2,0,0,0,0,2.389032645,3
1245,17,0,3,2,3.924685634,14,0,2,1,0,0,0,1.8981464,4
1246,16,1,2,1,13.80150708,17,0,4,0,1,0,0,2.110487975,3
1247,15,1,3,1,7.807528921,13,0,2,0,0,0,0,1.700273589,4
1248,15,1,2,2,8.31549602,20,0,2,1,0,0,0,1.044499995,4
1249,15,0,0,2,9.383549922,25,0,2,0,1,0,0,1.194166134,4
1250,17,1,0,2,7.354170163,2,0,1,0,0,1,0,2.649136828,2
1251,16,0,2,1,2.012399544,18,0,3,0,1,0,0,1.234141389,4
1252,15,0,1,1,6.1926362,7,0,2,1,0,0,0,2.127408866,3
1253,18,0,0,2,13.27468721,3,1,1,1,0,0,0,2.913887649,2
1254,15,0,0,4,13.31568803,3,0,3,0,0,0,1,3.119393913,1
1255,15,1,3,2,5.724486145,18,1,0,0,0,0,0,1.036378738,4
1256,17,0,1,3,9.202052531,10,0,4,1,0,0,1,2.403284547,3
1257,17,0,0,2,3.86894456,0,1,3,0,0,0,0,3.156508064,1
1258,16,1,0,2,4.207441631,7,1,2,0,1,1,0,2.723471859,2
1259,18,1,0,1,0.460941768,14,0,1,1,1,0,0,1.530951146,4
1260,17,0,0,2,17.934931,0,0,1,0,0,0,0,3.468581349,1
1261,15,1,0,2,4.214133301,6,0,1,1,0,0,0,2.302032044,3
1262,16,0,0,2,4.550677539,20,1,1,1,0,0,0,1.265677909,4
1263,15,0,2,2,5.592028653,19,0,2,1,1,0,1,1.479602228,4
1264,15,0,0,2,2.548161434,19,0,4,0,0,1,1,1.445076719,4
1265,17,0,2,1,12.78525766,23,0,2,0,0,0,0,0.80943381,4
1266,16,1,2,2,1.502859064,10,1,3,0,0,0,0,2.15023327,3
1267,18,0,0,1,2.684048527,26,0,3,0,0,0,0,0.559143716,4
1268,18,1,1,3,12.89513453,28,0,3,0,0,0,0,0.580788485,4
1269,17,1,0,1,6.79321241,13,0,0,0,1,1,1,1.602089196,4
1270,17,1,2,0,14.15895653,21,1,2,0,1,0,0,1.002798364,4
1271,16,1,0,2,11.14849489,15,0,3,0,0,0,0,1.663063453,4
1272,18,0,1,2,5.120423461,13,0,3,0,0,0,1,1.53154646,4
1273,18,1,1,2,13.01655901,11,0,4,0,0,0,0,2.205842147,3
1274,18,0,0,1,2.325473606,16,0,3,0,0,0,1,1.155338561,4
1275,15,1,0,2,10.72820766,13,1,1,0,0,0,0,2.15375834,3
1276,18,1,1,1,8.742962101,9,0,2,1,0,0,1,2.592786686,2
1277,15,0,2,3,5.357471656,23,0,0,1,1,0,0,0.912330507,4
1278,16,0,0,3,12.08009995,28,1,3,0,0,0,0,0.695630933,4
1279,15,0,1,2,17.42667185,13,1,2,0,0,0,0,2.139619891,3
1280,16,1,0,1,19.978094,17,0,3,0,0,0,0,1.550449331,4
1281,18,1,2,2,12.15525537,21,0,4,0,0,0,1,1.5475367,4
1282,18,0,0,0,8.094117487,8,1,3,0,0,1,0,2.966548034,2
1283,16,0,2,2,4.504142004,16,0,2,1,0,0,1,1.633679371,4
1284,17,0,0,1,5.141921788,5,1,1,0,0,0,0,2.33254032,3
1285,16,0,0,3,9.589099563,7,1,3,1,1,1,0,3.270262309,1
1286,17,1,0,0,7.345554026,25,0,1,0,0,0,0,0.346470593,4
1287,15,0,0,2,18.27629045,12,1,1,0,0,0,0,1.894904336,4
1288,15,0,1,2,7.365909353,17,0,1,0,0,0,0,1.456742601,4
1289,15,0,0,2,7.468891823,4,0,2,1,0,0,0,2.553723151,2
1290,18,0,2,0,7.670690249,5,0,1,0,0,0,0,2.224197461,3
1291,15,1,0,4,16.73240421,20,1,4,0,1,1,0,1.847600418,4
1292,17,0,0,2,13.01576642,18,0,4,1,0,0,0,1.849760707,4
1293,15,1,0,2,12.28337701,3,0,4,0,0,1,0,3.268794216,1
1294,16,0,0,1,6.682860448,6,1,0,0,0,0,1,2.546516637,2
1295,16,0,0,2,16.35808354,3,0,4,0,0,0,0,3.101229221,1
1296,18,1,0,2,0.767277227,24,0,4,0,0,1,0,0.655954078,4
1297,16,0,0,0,17.41594345,10,1,4,0,1,0,0,3.088512306,1
1298,17,1,0,1,10.254998,11,1,3,0,0,0,0,1.992559805,4
1299,15,1,1,3,7.965004697,13,1,3,0,1,0,0,2.605247446,2
1300,18,0,1,1,9.943345614,12,1,1,0,0,0,0,1.733972454,4
1301,15,1,0,1,13.34831061,28,0,3,1,0,0,0,1.113848788,4
1302,15,1,0,2,0.25530853,9,0,0,1,0,0,0,1.649250252,4
1303,17,1,3,2,17.43103713,17,0,2,0,0,0,0,1.33755498,4
1304,16,1,1,0,8.934790506,15,0,4,0,0,0,0,1.984659919,4
1305,16,1,1,2,6.859330394,4,0,2,0,1,1,0,3.060881656,1
1306,15,1,0,1,2.764911313,7,1,1,0,0,0,0,2.392897358,3
1307,18,1,2,0,8.789307487,13,0,4,0,0,0,0,2.08379699,3
1308,16,1,2,0,9.926455426,4,0,4,0,1,0,1,3.645738049,0
1309,18,0,1,3,8.07293389,25,0,1,1,0,0,0,0.322286082,4
1310,16,0,3,1,13.57320188,27,0,3,0,1,0,0,1.129514334,4
1311,18,1,0,0,8.417930575,23,0,2,1,0,0,0,0.630756944,4
1312,17,0,0,2,19.22835156,7,0,2,0,0,1,1,3.157229639,1
1313,18,1,2,3,11.98555036,24,0,1,0,0,0,0,0.680087787,4
1314,17,1,2,1,16.14955871,25,0,0,0,0,0,0,0.796359848,4
1315,17,0,0,2,2.187118062,5,1,1,0,1,0,0,2.844039215,2
1316,18,1,0,0,7.945825859,15,1,0,0,1,0,0,1.253451854,4
1317,17,1,0,2,6.736954029,27,0,4,0,0,0,0,0.534508881,4
1318,15,1,0,2,11.38964776,3,1,3,1,0,0,0,3.191046118,1
1319,17,1,2,2,17.2222704,11,0,3,0,0,1,0,2.815421275,2
1320,16,0,1,1,1.566764355,10,0,3,0,0,0,0,2.157122303,3
1321,18,1,0,1,1.451495961,2,0,1,1,0,0,0,2.72382806,2
1322,15,1,0,1,17.00635416,11,0,4,1,0,0,0,2.627693906,2
1323,18,1,0,1,4.257001721,29,1,3,1,1,0,0,0.912415621,4
1324,16,0,0,0,13.37506509,4,0,2,0,0,0,0,2.609623082,2
1325,16,1,1,2,10.85756265,5,1,1,0,1,0,0,2.981992255,2
1326,16,0,3,4,16.6578719,18,0,3,0,0,0,0,1.625082774,4
1327,17,0,2,4,2.501778197,17,0,3,0,1,0,0,1.361698418,4
1328,17,1,0,3,2.595659314,15,1,3,0,0,0,0,1.916961896,4
1329,18,1,2,2,11.13636721,22,0,0,0,0,0,0,1.011253195,4
1330,18,0,2,2,18.92757307,10,0,1,1,1,0,0,2.332159041,3
1331,15,1,2,1,8.299955167,4,0,2,1,1,1,0,3.387938348,1
1332,15,0,0,2,6.538842005,8,0,3,0,1,0,0,2.384690791,3
1333,18,0,0,2,12.13378646,2,0,0,0,0,0,0,2.780816996,2
1334,17,1,0,2,18.60897201,29,0,2,0,1,0,1,0.534835754,4
1335,16,1,0,2,16.73855666,7,0,2,0,0,0,0,2.542214349,2
1336,18,0,0,1,19.90967221,5,0,3,0,0,0,0,3.007129067,1
1337,15,0,0,1,0.451371664,3,0,2,1,0,0,0,2.985809814,2
1338,17,0,0,3,2.257162894,11,0,2,0,1,0,0,1.949306057,4
1339,18,0,2,0,12.18935527,11,0,3,0,0,0,0,2.147845196,3
1340,18,1,0,2,16.41152879,24,0,4,0,0,0,1,1.175768025,4
1341,17,1,0,3,5.704886846,20,0,1,1,0,0,0,1.400363254,4
1342,18,1,3,2,4.784221761,15,0,1,1,0,1,0,1.755544023,4
1343,17,1,3,2,15.73951599,9,0,4,1,0,1,0,2.900096239,2
1344,16,1,2,1,1.127637077,21,0,2,0,0,0,0,1.033459491,4
1345,17,0,3,1,7.387652952,13,0,3,0,0,0,1,1.907742363,4
1346,17,1,1,3,10.11618445,12,0,3,0,0,0,0,1.88090929,4
1347,17,1,3,2,11.20697349,8,0,1,0,1,1,0,2.614950354,2
1348,18,1,0,2,14.57230314,6,0,3,1,0,1,0,3.107135594,1
1349,18,1,0,0,7.096914469,11,0,3,0,0,0,0,1.386464562,4
1350,17,1,0,0,12.25368689,4,0,2,0,0,0,0,2.833760072,2
1351,18,0,0,4,11.70750846,17,0,0,0,0,1,0,1.086151397,4
1352,15,0,0,1,10.95232201,3,0,4,0,0,0,0,2.87403736,2
1353,15,0,1,2,12.80966586,1,0,2,0,1,0,0,2.895671305,2
1354,18,1,2,0,5.188983421,2,1,3,0,0,0,0,3.181307602,1
